0,0
0,0
0,0
0,0
1,0
1,0
1,0
1,0
2,0
2,0
2,0
2,0
3,0
3,0
3,0
3,0
4,0
4,0
4,0
4,0
5,0
5,0
5,0
5,0
6,0
6,0
6,0
6,0
7,0
7,0
7,0
7,0
8,0
8,0
8,0
8,0
9,0
9,0
9,0
9,0
10,0
10,0
10,0
10,0
11,0
11,0
11,0
11,0
12,0
12,0
12,0
12,0
13,0
13,0
13,0
13,0
14,0
14,0
14,0
14,0
15,0
15,0
15,0
15,0
16,1
16,1
16,1
16,1
17,1
17,1
17,1
17,1
18,1
18,1
18,1
18,1
19,1
19,1
19,1
19,1
20,1
20,1
20,1
20,1
21,1
21,1
21,1
21,1
22,1
22,1
22,1
22,1
23,1
23,1
23,1
23,1
24,1
24,1
24,1
24,1
25,1
25,1
25,1
25,1
26,1
26,1
26,1
26,1
27,1
27,1
27,1
27,1
28,1
28,1
28,1
28,1
29,1
29,1
29,1
29,1
30,1
30,1
30,1
30,1
31,2
31,2
31,2
31,2
32,2
32,2
32,2
32,2
33,2
33,2
33,2
33,2
34,2
34,2
34,2
34,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
37,2
37,2
37,2
37,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
40,2
40,2
40,2
40,2
41,2
41,2
41,2
41,2
42,2
42,2
42,2
42,2
43,2
43,2
43,2
43,2
44,2
44,2
44,2
44,2
45,2
45,2
45,2
45,2
46,3
46,3
46,3
46,3
47,3
47,3
47,3
47,3
48,3
48,3
48,3
48,3
49,3
49,3
49,3
49,3
50,3
50,3
50,3
50,3
51,3
51,3
51,3
51,3
52,3
52,3
52,3
52,3
53,3
53,3
53,3
53,3
54,3
54,3
54,3
54,3
55,3
55,3
55,3
55,3
56,3
56,3
56,3
56,3
57,3
57,3
57,3
57,3
58,3
58,3
58,3
58,3
59,3
59,3
59,3
59,3
60,3
60,3
60,3
60,3
61,4
61,4
61,4
61,4
62,4
62,4
62,4
62,4
63,4
63,4
63,4
63,4
64,4
64,4
64,4
64,4
65,4
65,4
65,4
65,4
66,4
66,4
66,4
66,4
67,4
67,4
67,4
67,4
68,4
68,4
68,4
68,4
69,4
69,4
69,4
69,4
70,4
70,4
70,4
70,4
71,4
71,4
71,4
71,4
72,4
72,4
72,4
72,4
73,4
73,4
73,4
73,4
74,4
74,4
74,4
74,4
75,4
75,4
75,4
75,4
76,5
76,5
76,5
76,5
77,5
77,5
77,5
77,5
78,5
78,5
78,5
78,5
79,5
79,5
79,5
79,5
80,5
80,5
80,5
80,5
81,5
81,5
81,5
81,5
82,5
82,5
82,5
82,5
83,5
83,5
83,5
83,5
84,5
84,5
84,5
